Player Name,Team,Year,Runs,Batting Average,Strike Rate,Salary ($),Value for Money
YBK Jaiswal,RR,2020,40,13.33,90.9,342900,0.14134698162729661
YK Pathan,KKR,2013,332,30.18,138.33,2100000,0.6600159051428572
YK Pathan,KKR,2014,268,29.77,162.42,541000,2.39527769168207
YK Pathan,KKR,2015,312,44.57,135.06,541000,3.4715762484288355
YK Pathan,KKR,2016,361,72.2,145.56,541000,7.0127633123844735
YK Pathan,KKR,2017,143,17.87,124.34,541000,0.5873191855822552
YK Pathan,SRH,2018,260,28.88,130.0,296880,3.288008623012665
YK Pathan,SRH,2019,40,13.33,88.88,296880,0.1596295338183778
YS Chahal,RCB,2014,1,0.0,100.0,16000,0.0
YS Chahal,RCB,2015,1,0.0,100.0,16000,0.0
YS Chahal,RCB,2017,13,4.33,50.0,16000,0.17590625
YS Chahal,RCB,2018,0,0.0,0.0,937500,0.0
YS Chahal,RCB,2019,6,3.0,37.5,937500,0.00072
YS Chahal,RCB,2020,1,1.0,33.33,937500,3.5552e-05
YV Takawale,RCB,2014,104,20.8,114.28,16000,15.450656000000002
Yuvraj Singh,PWI,2013,238,19.83,125.26,1800000,0.3284275446666666
Yuvraj Singh,RCB,2014,376,34.18,135.25,2333000,0.7450448864123446
Yuvraj Singh,DC,2015,248,19.07,118.09,2666667,0.2094337697207788
Yuvraj Singh,SRH,2016,236,26.22,131.84,1050000,0.7769670217142858
Yuvraj Singh,SRH,2017,252,28.0,142.37,1050000,0.9567264000000001
Yuvraj Singh,KXIP,2018,65,10.83,89.04,312500,0.20057506560000002
Yuvraj Singh,MI,2019,98,24.5,130.66,142900,2.1953440167949614
Z Khan,MI,2014,8,8.0,114.28,433000,0.016891270207852194
Z Khan,DC,2016,6,3.0,46.15,666667,0.0012460493769753114
Z Khan,DC,2017,4,4.0,30.76,666667,0.0007382396308801846
